"Player","Born","Url","player_dob","player_url","player_position"
"Agustín Canobbio","1998","https://fbref.com/en/players/4f5a2f38/Agustin-Canobbio",1998-10-01,"https://www.transfermarkt.com/agustin-canobbio/profil/spieler/457533","Right Winger"
"Agustín Marchesín","1988","https://fbref.com/en/players/853b7c48/Agustin-Marchesin",1988-03-16,"https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534","Goalkeeper"
"Agustín Oliveros","1998","https://fbref.com/en/players/b425b366/Agustin-Oliveros",1998-08-17,"https://www.transfermarkt.com/agustin-oliveros/profil/spieler/589363","Left-Back"
"Ahmad Mendes Moreira","1995","https://fbref.com/en/players/9a4a8a2c/Ahmad-Mendes-Moreira",1995-06-27,"https://www.transfermarkt.com/ahmad-mendes-moreira/profil/spieler/332973","Left Winger"
"Ahmed El Messaoudi","1995","https://fbref.com/en/players/d09f9118/Ahmed-El-Messaoudi",1995-08-03,"https://www.transfermarkt.com/ahmed-el-messaoudi/profil/spieler/303939","Defensive Midfield"
"Ahmed Isaiah","1995","https://fbref.com/en/players/d3f77c71/Ahmed-Isaiah",1995-10-10,"https://www.transfermarkt.com/ahmed-isaiah/profil/spieler/352840","Attacking Midfield"
"Ahmed Touba","1998","https://fbref.com/en/players/f25de136/Ahmed-Touba",1998-03-13,"https://www.transfermarkt.com/ahmed-touba/profil/spieler/325924","Centre-Back"
"Ahmetcan Kaplan","2003","https://fbref.com/en/players/c46366f5/Ahmetcan-Kaplan",2003-01-16,"https://www.transfermarkt.com/ahmetcan-kaplan/profil/spieler/662131","Centre-Back"
"Aiden Marsh","2003","https://fbref.com/en/players/6f300a0b/Aiden-Marsh",2003-05-05,"https://www.transfermarkt.com/aiden-marsh/profil/spieler/730770","Centre-Forward"
"Aiden McGeady","1986","https://fbref.com/en/players/c7df693b/Aiden-McGeady",1986-04-04,"https://www.transfermarkt.com/aiden-mcgeady/profil/spieler/21333","Left Winger"
"Aiden O'Brien","1993","https://fbref.com/en/players/c5cc1b13/Aiden-OBrien",1993-10-04,"https://www.transfermarkt.com/aiden-obrien/profil/spieler/148908","Left Winger"
"Airton","1990","https://fbref.com/en/players/00dee972/Airton",1990-02-21,"https://www.transfermarkt.com/airton/profil/spieler/72861","Defensive Midfield"
"Airton","1999","https://fbref.com/en/players/751ef075/Airton",1999-02-02,"https://www.transfermarkt.com/airton/profil/spieler/696604","Left Winger"
"Aitor Cantalapiedra","1996","https://fbref.com/en/players/21a260a8/Aitor-Cantalapiedra",1996-02-10,"https://www.transfermarkt.com/aitor-cantalapiedra/profil/spieler/323740","Left Winger"
"Ajani Burchall","2004","https://fbref.com/en/players/914477e2/Ajani-Burchall",2004-11-05,"https://www.transfermarkt.com/ajani-burchall/profil/spieler/844361","Right Winger"
"Akeem Hinds","1998","https://fbref.com/en/players/e732dce6/Akeem-Hinds",1998-11-26,"https://www.transfermarkt.com/akeem-hinds/profil/spieler/532197","Centre-Back"
"Alam Galindo","2001","https://fbref.com/en/players/75a15d99/Alam-Galindo",2001-05-21,"https://www.transfermarkt.com/alam-galindo/profil/spieler/1006495","Central Midfield"
"Alan Acosta","1996","https://fbref.com/en/players/143747c1/Alan-Acosta",1996-12-19,"https://www.transfermarkt.com/alan-acosta/profil/spieler/387699","Right Winger"
"Alan Browne","1995","https://fbref.com/en/players/25dea15a/Alan-Browne",1995-04-15,"https://www.transfermarkt.com/alan-browne/profil/spieler/277697","Central Midfield"
"Alan Cervantes","1998","https://fbref.com/en/players/7a0c3b15/Alan-Cervantes",1998-01-17,"https://www.transfermarkt.com/alan-cervantes/profil/spieler/400173","Defensive Midfield"
"Alan Costa","1990","https://fbref.com/en/players/d37f4a66/Alan-Costa",1990-10-30,"https://www.transfermarkt.com/alan-costa/profil/spieler/271860","Centre-Back"
"Alan Dias","1998","https://fbref.com/en/players/6e456e10/Alan-Dias",1998-09-05,"https://www.transfermarkt.com/alan-dias/profil/spieler/698743","Centre-Back"
"Alan Franco","1998","https://fbref.com/en/players/c76b161b/Alan-Franco",1998-08-21,"https://www.transfermarkt.com/alan-franco/profil/spieler/400960","Central Midfield"
"Alan Hutton","1984","https://fbref.com/en/players/688ae34c/Alan-Hutton",1984-11-30,"https://www.transfermarkt.com/alan-hutton/profil/spieler/9619","Right-Back"
"Alan Judge","1988","https://fbref.com/en/players/3d9ef282/Alan-Judge",1988-11-11,"https://www.transfermarkt.com/alan-judge/profil/spieler/42249","Central Midfield"
"Alan Kardec","1989","https://fbref.com/en/players/e7fba767/Alan-Kardec",1989-01-12,"https://www.transfermarkt.com/alan-kardec/profil/spieler/53922","Centre-Forward"
"Alan Medina","1997","https://fbref.com/en/players/c88f8077/Alan-Medina",1997-08-19,"https://www.transfermarkt.com/alan-medina/profil/spieler/448414","Right Winger"
"Alan Mendoza","1993","https://fbref.com/en/players/6865507d/Alan-Mendoza",1993-09-28,"https://www.transfermarkt.com/alan-mendoza/profil/spieler/223267","Left-Back"
"Alán Montes","2000","https://fbref.com/en/players/78db8e07/Alan-Montes",2000-10-26,"https://www.transfermarkt.com/alan-montes/profil/spieler/796063","Centre-Back"
"Alan Mozo","1997","https://fbref.com/en/players/2abbf0fe/Alan-Mozo",1997-04-05,"https://www.transfermarkt.com/alan-mozo/profil/spieler/397003","Right-Back"
"Alan Patrick","1991","https://fbref.com/en/players/00672021/Alan-Patrick",1991-05-13,"https://www.transfermarkt.com/alan-patrick/profil/spieler/104505","Attacking Midfield"
"Alan Pulido","1991","https://fbref.com/en/players/b3085df7/Alan-Pulido",1991-03-08,"https://www.transfermarkt.com/alan-pulido/profil/spieler/143045","Centre-Forward"
"Alan Ramos","2001","https://fbref.com/en/players/e3810e5d/Alan-Ramos",2001-03-20,"https://www.transfermarkt.com/alan-ramos/profil/spieler/920967","Midfield"
"Alan Reyes","2001","https://fbref.com/en/players/474d234f/Alan-Reyes",2001-06-11,"https://www.transfermarkt.com/alan-reyes/profil/spieler/655293","Midfield"
"Alan Rodríguez","1996","https://fbref.com/en/players/c8bc817f/Alan-Rodriguez",1996-03-20,"https://www.transfermarkt.com/alan-rodriguez/profil/spieler/353263","Central Midfield"
"Alan Ruiz","2001","https://fbref.com/en/players/613bf0c3/Alan-Ruiz",2001-01-03,"https://www.transfermarkt.com/alan-ruiz/profil/spieler/647290","Midfield"
"Alan Ruiz","1993","https://fbref.com/en/players/8fe2101a/Alan-Ruiz",1993-08-19,"https://www.transfermarkt.com/alan-ruiz/profil/spieler/190442","Attacking Midfield"
"Alan Ruschel","1989","https://fbref.com/en/players/09aeb402/Alan-Ruschel",1989-08-23,"https://www.transfermarkt.com/alan-ruschel/profil/spieler/75080","Left-Back"
"Alan Santos","1991","https://fbref.com/en/players/d0ed76e6/Alan-Santos",1991-04-24,"https://www.transfermarkt.com/alan-santos/profil/spieler/113336","Centre-Back"
"Alan Sheehan","1986","https://fbref.com/en/players/0e39bdaa/Alan-Sheehan",1986-09-14,"https://www.transfermarkt.com/alan-sheehan/profil/spieler/34347","Centre-Back"
"Alan Torres","2000","https://fbref.com/en/players/94aa9ad6/Alan-Torres",2000-02-19,"https://www.transfermarkt.com/alan-torres/profil/spieler/596906","Defensive Midfield"
"Albert Adomah","1987","https://fbref.com/en/players/c7174e81/Albert-Adomah",1987-12-13,"https://www.transfermarkt.com/albert-adomah/profil/spieler/83430","Right Winger"
"Alberto Herrera","2001","https://fbref.com/en/players/85fd4dbf/Alberto-Herrera",2001-02-23,"https://www.transfermarkt.com/alberto-herrera/profil/spieler/945134","Defensive Midfield"
"Albie Morgan","2000","https://fbref.com/en/players/f2893f70/Albie-Morgan",2000-02-02,"https://www.transfermarkt.com/albie-morgan/profil/spieler/606026","Central Midfield"
"Aldhair Molina","1999","https://fbref.com/en/players/2a3e6ac7/Aldhair-Molina",1999-04-04,"https://www.transfermarkt.com/aldhair-molina/profil/spieler/643513","Left-Back"
"Aldo Arellano","1995","https://fbref.com/en/players/a71bef40/Aldo-Arellano",1995-06-14,"https://www.transfermarkt.com/aldo-arellano/profil/spieler/500994","Defensive Midfield"
"Aldo Cruz","1997","https://fbref.com/en/players/398fb976/Aldo-Cruz",1997-09-24,"https://www.transfermarkt.com/aldo-cruz/profil/spieler/552960","Left-Back"
"Aldo Kalulu","1996","https://fbref.com/en/players/d75098c2/Aldo-Kalulu",1996-01-21,"https://www.transfermarkt.com/aldo-kalulu/profil/spieler/292822","Centre-Forward"
"Aldo López","2000","https://fbref.com/en/players/d0832e71/Aldo-Lopez",2000-05-23,"https://www.transfermarkt.com/aldo-lopez/profil/spieler/690024","Defensive Midfield"
"Aldo Mota","2000","https://fbref.com/en/players/89bbbfbf/Aldo-Mota",2000-01-15,"https://www.transfermarkt.com/aldo-mota/profil/spieler/600365","Centre-Back"
"Aldo Rocha","1992","https://fbref.com/en/players/2b757c6a/Aldo-Rocha",1992-11-06,"https://www.transfermarkt.com/aldo-rocha/profil/spieler/242303","Defensive Midfield"
"Alecsandro","1981","https://fbref.com/en/players/266bd6fb/Alecsandro",1981-02-04,"https://www.transfermarkt.com/alecsandro/profil/spieler/44131","Centre-Forward"
"Alef Manga","1994","https://fbref.com/en/players/559782c4/Alef-Manga",1994-11-29,"https://www.transfermarkt.com/alef-manga/profil/spieler/612479","Left Winger"
"Alejandro Andrade","2001","https://fbref.com/en/players/06b00cad/Alejandro-Andrade",2001-08-16,"https://www.transfermarkt.com/alejandro-andrade/profil/spieler/801775","Midfield"
"Alejandro Castro","1987","https://fbref.com/en/players/541e9b7c/Alejandro-Castro",1987-03-27,"https://www.transfermarkt.com/alejandro-castro/profil/spieler/73019","Defensive Midfield"
"Alejandro Chumacero","1991","https://fbref.com/en/players/e39b775e/Alejandro-Chumacero",1991-04-22,"https://www.transfermarkt.com/alejandro-chumacero/profil/spieler/129899","Central Midfield"
"Alejandro Duarte","1994","https://fbref.com/en/players/08b819b6/Alejandro-Duarte",1994-04-05,"https://www.transfermarkt.com/alejandro-duarte/profil/spieler/158515","Goalkeeper"
