"comp_name","region","country","season_start_year","squad","player_name","player_position","player_dob","player_nationality","player_market_value_euro","player_url","tm_surname","tm_yob"
"Liga MX Clausura","Americas","Mexico",2019,"CF Pachuca","Franco Jara","Centre-Forward",1988-07-15,"Argentina",2400000,"https://www.transfermarkt.com/franco-jara/profil/spieler/75035","Jara","1988"
"Liga MX Clausura","Americas","Mexico",2017,"Club Atlético Morelia","Franco Pérez","Centre-Forward",1996-01-01,"Argentina",NA,"https://www.transfermarkt.com/franco-perez/profil/spieler/294884","Pérez","1996"
"Liga MX Clausura","Americas","Mexico",2022,"Santos Laguna","Franco Pizzichillo","Right-Back",1996-01-03,"Uruguay",NA,"https://www.transfermarkt.com/franco-pizzichillo/profil/spieler/294889","Pizzichillo","1996"
"Liga MX Clausura","Americas","Mexico",2020,"CF Pachuca","Franco Torgnascioli","Goalkeeper",1990-08-24,"Uruguay",NA,"https://www.transfermarkt.com/franco-torgnascioli/profil/spieler/240891","Torgnascioli","1990"
"Liga MX Clausura","Americas","Mexico",2021,"Atlas Guadalajara","Franco Troyansky","Centre-Forward",1997-03-06,"Argentina",1e+06,"https://www.transfermarkt.com/franco-troyansky/profil/spieler/424673","Troyansky","1997"
"Liga Portugal","Europe","Portugal",2020,"CS Marítimo","Francois-Xavier Fumu Tamuzo","Right Winger",1995-04-03,"France",NA,"https://www.transfermarkt.com/francois-xavier-fumu-tamuzo/profil/spieler/324891","Tamuzo","1995"
"Championship",NA,"England",2021,"Fulham FC","Frank Anguissa","Defensive Midfield",1995-11-16,"Cameroon",3e+07,"https://www.transfermarkt.com/frank-anguissa/profil/spieler/354361","Anguissa","1995"
"Championship",NA,"England",2022,"Stoke City","Frank Fielding","Goalkeeper",1988-04-04,"England",NA,"https://www.transfermarkt.com/frank-fielding/profil/spieler/57070","Fielding","1988"
"Eredivisie","Europe","Netherlands",2018,"De Graafschap Doetinchem","Frank Olijve","Central Midfield",1989-03-07,"Netherlands",NA,"https://www.transfermarkt.com/frank-olijve/profil/spieler/108692","Olijve","1989"
"Eredivisie","Europe","Netherlands",2021,"Go Ahead Eagles","Frank Ross","Left Winger",1998-02-18,"Scotland",NA,"https://www.transfermarkt.com/frank-ross/profil/spieler/293754","Ross","1998"
"Championship",NA,"England",2021,"Peterborough United","Frankie Kent","Centre-Back",1995-11-21,"England",NA,"https://www.transfermarkt.com/frankie-kent/profil/spieler/307094","Kent","1995"
"Championship",NA,"England",2019,"Luton Town","Frankie Musonda","Centre-Back",1997-12-12,"Zambia",NA,"https://www.transfermarkt.com/frankie-musonda/profil/spieler/412474","Musonda","1997"
"Liga Portugal","Europe","Portugal",2021,"SC Braga","Fransérgio","Central Midfield",1990-10-18,"Brazil",2500000,"https://www.transfermarkt.com/fransergio/profil/spieler/111828","Fransérgio","1990"
"Championship",NA,"England",2019,"Sheffield Wednesday","Fraser Preston","Right Winger",1998-03-05,"Scotland",NA,"https://www.transfermarkt.com/fraser-preston/profil/spieler/344590","Preston","1998"
"SÃ©rie A","Americas","Brazil",2020,"Fluminense Football Club","Frazan","Centre-Back",1996-06-05,"Brazil",NA,"https://www.transfermarkt.com/frazan/profil/spieler/522979","Frazan","1996"
"SÃ©rie A","Americas","Brazil",2021,"Fluminense Football Club","Fred","Centre-Forward",1983-10-03,"Brazil",NA,"https://www.transfermarkt.com/fred/profil/spieler/31005","Fred","1983"
"Eredivisie","Europe","Netherlands",2018,"AZ Alkmaar","Fred Friday","Centre-Forward",1995-05-22,"Nigeria",NA,"https://www.transfermarkt.com/fred-friday/profil/spieler/282783","Friday","1995"
"Championship",NA,"England",2022,"Luton Town","Fred Onyedinma","Attacking Midfield",1996-11-24,"Nigeria",NA,"https://www.transfermarkt.com/fred-onyedinma/profil/spieler/305274","Onyedinma","1996"
"Championship",NA,"England",2019,"Bristol City","Freddie Hinds","Centre-Forward",1999-01-28,"England",NA,"https://www.transfermarkt.com/freddie-hinds/profil/spieler/425721","Hinds","1999"
"Championship",NA,"England",2020,"Rotherham United","Freddie Ladapo","Centre-Forward",1993-02-01,"England",NA,"https://www.transfermarkt.com/freddie-ladapo/profil/spieler/233998","Ladapo","1993"
"Championship",NA,"England",2018,"Ipswich Town","Freddie Sears","Second Striker",1989-11-27,"England",NA,"https://www.transfermarkt.com/freddie-sears/profil/spieler/70714","Sears","1989"
"Championship",NA,"England",2022,"Preston North End","Freddie Woodman","Goalkeeper",1997-03-04,"England",6e+06,"https://www.transfermarkt.com/freddie-woodman/profil/spieler/226049","Woodman","1997"
"Eredivisie","Europe","Netherlands",2019,"FC Emmen","Freddy Quispel","Centre-Forward",2000-10-23,"Netherlands",NA,"https://www.transfermarkt.com/freddy-quispel/profil/spieler/538921","Quispel","2000"
"Eredivisie","Europe","Netherlands",2017,"Roda JC Kerkrade","Frederic Ananou","Right-Back",1997-09-20,"Togo",NA,"https://www.transfermarkt.com/frederic-ananou/profil/spieler/240263","Ananou","1997"
"Championship",NA,"England",2017,"Cardiff City","Frédéric Gounongbe","Centre-Forward",1988-05-01,"Benin",1e+06,"https://www.transfermarkt.com/frederic-gounongbe/profil/spieler/128304","Gounongbe","1988"
"Championship",NA,"England",2018,"Aston Villa","Frédéric Guilbert","Right-Back",1994-12-24,"France",6e+06,"https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352","Guilbert","1994"
"Liga Portugal","Europe","Portugal",2017,"Moreirense FC","Frédéric Maciel","Right Winger",1994-03-15,"Portugal",NA,"https://www.transfermarkt.com/frederic-maciel/profil/spieler/234499","Maciel","1994"
